Position,Nom,Artiste,Album,Année,Genre,Durée,Lectures
85,EM ĐAU,Phùng Khánh Linh & Thành Luke,GIỮA MỘT VẠN NGƯỜI (MỞ RỘNG),2025,Indie Pop,0:05:00,20
86,Hurt Feelings,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:54,19
87,CỜ NGƯỜI,Phùng Khánh Linh,GIỮA MỘT VẠN NGƯỜI (MỞ RỘNG),2025,Indie Pop,0:03:46,21
88,Manchild,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:33,18
89,stupid song,Olivia Rodrigo,you seem pretty sad for a girl so in love,2026,Pop,0:03:29,20
90,Nobody’s Son,Sabrina Carpenter,Man’s Best Friend,2025,Pop,0:03:02,30
91,Altars,Charli xcx,Wuthering Heights,2026,Pop,0:02:56,17
92,EM ĐAU,Phùng Khánh Linh & Thành Luke,GIỮA MỘT VẠN NGƯỜI,2025,Indie Pop,0:05:00,
93,Darwinism,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:45,18
94,Life of the Spider (Draft),Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:30,17
95,The Great Impersonator,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:22,18
96,Crash Out,Tinashe,Popstar,2026,Pop,0:03:10,19
97,Here All Night,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2025,Pop,0:02:56,18
98,Sports car,Tate McRae,So Close To What,2025,Pop,0:02:45,33
99,I Ain't Worried,OneRepublic,Top Gun: Maverick (Music from the Motion Picture),2022,Pop,0:02:28,21
100,betty,Taylor Swift,folklore (deluxe version),2020,Alternative,0:04:54,41
