Position,Nom,Artiste,Album,Année,Genre,Durée,Lectures
90,Dog Years,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:04:03,18
91,The Loneliest Time (feat. Rufus Wainwright),Carly Rae Jepsen,The Loneliest Time,2022,Pop,0:04:34,77
92,vampire,Olivia Rodrigo,GUTS (spilled),2023,Pop,0:03:39,31
93,Alice of the Upper Class,Halsey,The Great Impersonator (Deluxe),2024,Alternative,0:03:22,19
94,hate that i made you love me,Ariana Grande,petal,2026,Pop,0:03:17,17
95,Matilda,Harry Styles,Harry's House,2022,Pop,0:04:05,13
96,Joshua Tree,Demi Lovato & Rose Gray,It's Not That Deep (Unless You Want It To Be),2026,Pop,0:03:23,17
97,Black Prada Dress,Ellie Goulding,I Know Too Much,2025,Pop,0:03:18,14
98,Issues,Julia Michaels,Nervous System - EP,2017,Pop,0:02:56,48
99,Pretty Catatonic,Demi Lovato,It's Not That Deep (Unless You Want It To Be),2026,Pop,0:02:48,18
100,Sports car,Tate McRae,So Close To What,2025,Pop,0:02:45,32
