Position,Name,Artist,Album,Genre,Time,Plays
74,Touch It,Ariana Grande,Dangerous Woman,Pop,0:04:20,54
75,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Alternative,0:03:14,74
76,Let’s Get Lost,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),Pop,0:03:13,22
77,Siren,Kailee Morgue,Siren - Single,Alternative,0:03:20,6
78,On My Mind,Ellie Goulding,Delirium (Deluxe),Pop,0:03:33,31
79,Solo,Carly Rae Jepsen,Dedicated Side B,Pop,0:03:16,6
80,Bags,Clairo,Immunity,Alternative,0:04:20,130
81,test drive,Ariana Grande,Positions,Pop,0:02:02,78
82,good 4 u,Olivia Rodrigo,SOUR,Pop,0:02:58,141
83,positions,Ariana Grande,Positions,Pop,0:02:52,138
84,Dan the Dancer,Mitski,Puberty 2,Indie Rock,0:02:25,6
85,Happy,Mitski,Puberty 2,Indie Rock,0:03:40,7
86,Crack Baby,Mitski,Puberty 2,Indie Rock,0:04:52,20
87,Know Better,Tinashe,Songs For You,R&B/Soul,0:06:56,51
88,Better Man (Taylor's Version) (From The Vault),Taylor Swift,Red (Taylor’s Version) (+ A Message From Taylor),Pop,0:04:57,20
89,Hopscotch,Tinashe,Songs For You,R&B/Soul,0:03:11,49
90,Hurricane,Halsey,Room 93 - EP,Alternative,0:03:43,31
91,Lucky,Charli XCX,Pop 2,Pop,0:03:35,99
92,Look What You Made Me Do,Taylor Swift,reputation,Pop,0:03:31,76
93,All Too Well (Taylor's Version),Taylor Swift,Red (Taylor’s Version) (+ A Message From Taylor),Pop,0:05:29,35
94,2099 (feat. Troye Sivan),Charli XCX,Charli,Pop,0:03:25,25
95,Bel Air,Lana Del Rey,Paradise,Alternative,0:03:57,50
96,watch,Billie Eilish,dont smile at me,Alternative,0:02:57,134
97,Getaway Car,Taylor Swift,reputation,Pop,0:03:53,94
98,Delicate,Taylor Swift,reputation,Pop,0:03:52,77
99,Living Legend,Lana Del Rey,Blue Banisters,Alternative,0:04:01,89
100,Perfect Places,Lorde,Melodrama,Alternative,0:03:41,140
